;match_id;team_id;date_id;result;min;pts;fgm;fga;fgp;tpm;tpa;tpp;ftm;fta;ftp;oreb;dreb;reb;ast;tov;stl;blk;pf
807;12122022LAC;BOS;54;L;48;93;33;76;43.4;9;39;23.1;18;26;69.2;5;31;36;27;15;5;6;17
808;12122022IND;MIA;54;W;48;87;32;83;38.6;9;34;26.5;14;18;77.8;9;39;48;23;14;7;2;17
809;12122022POR;MIN;54;L;48;112;46;93;49.5;10;27;37.0;10;19;52.6;7;30;37;25;10;12;2;19
810;12122022MEM;MEM;54;W;48;128;50;83;60.2;13;32;40.6;15;18;83.3;5;44;49;36;23;8;12;17
811;12122022SAS;SAS;54;W;48;112;46;97;47.4;9;27;33.3;11;16;68.8;19;27;46;25;13;6;2;19
812;12122022DAL;OKC;54;L;48;114;42;88;47.7;10;31;32.3;20;21;95.2;10;32;42;21;13;4;1;22
813;12122022LAC;LAC;54;W;48;113;44;90;48.9;10;25;40.0;15;21;71.4;11;35;46;18;10;10;2;26
814;12122022MEM;ATL;54;L;48;103;37;104;35.6;12;37;32.4;17;22;77.3;20;19;39;20;16;13;1;17
815;12122022SAS;CLE;54;L;48;111;45;92;48.9;5;23;21.7;16;17;94.1;15;29;44;21;15;7;7;13
816;12132022MIL;GSW;55;L;48;111;38;95;40.0;20;50;40.0;15;19;78.9;12;25;37;25;18;7;2;22
817;12132022PHI;PHI;55;W;48;123;43;84;51.2;16;35;45.7;21;27;77.8;4;38;42;34;12;10;4;21
818;12132022LAL;LAL;55;L;53;118;44;93;47.3;8;29;27.6;22;30;73.3;7;42;49;23;12;7;9;17
819;12132022UTA;NOP;55;L;48;100;37;93;39.8;4;27;14.8;22;33;66.7;15;28;43;25;17;12;3;17
820;12132022LAL;BOS;55;W;53;122;46;104;44.2;19;48;39.6;11;16;68.8;13;38;51;27;14;6;2;22
821;12132022UTA;UTA;55;W;48;121;49;103;47.6;15;47;31.9;8;12;66.7;19;40;59;31;22;4;10;23
822;12132022PHI;SAC;55;L;48;103;38;92;41.3;10;42;23.8;17;20;85.0;13;35;48;21;17;5;4;22
823;12132022HOU;HOU;55;W;48;111;34;81;42.0;12;35;34.3;31;34;91.2;17;50;67;16;23;6;9;21
824;12132022MIL;MIL;55;W;48;128;45;82;54.9;12;29;41.4;26;32;81.3;12;43;55;22;23;8;5;18
825;12132022HOU;PHX;55;L;48;97;33;103;32.0;13;51;25.5;18;19;94.7;18;26;44;22;10;13;7;24
826;12142022TOR;TOR;56;L;48;123;47;94;50.0;6;21;28.6;23;27;85.2;11;28;39;25;7;8;7;18
827;12142022CHA;DET;56;W;53;141;48;93;51.6;18;40;45.0;27;36;75.0;12;40;52;25;16;0;8;29
828;12142022CHI;NYK;56;W;53;128;45;91;49.5;18;34;52.9;20;25;80.0;15;33;48;25;18;7;5;25
829;12142022OKC;OKC;56;L;48;108;41;82;50.0;9;24;37.5;17;23;73.9;7;37;44;26;14;7;4;16
830;12142022CHA;CHA;56;L;53;134;47;114;41.2;17;51;33.3;23;29;79.3;17;35;52;21;5;7;6;29
831;12142022TOR;SAC;56;W;48;124;45;93;48.4;17;46;37.0;17;20;85.0;13;37;50;29;15;3;3;16
832;12142022DAL;DAL;56;L;48;90;29;74;39.2;13;38;34.2;19;26;73.1;6;27;33;17;13;2;3;15
833;12142022SAS;POR;56;W;48;128;49;81;60.5;18;40;45.0;12;17;70.6;5;35;40;26;17;5;3;20
834;12142022ORL;ATL;56;L;48;124;44;88;50.0;12;35;34.3;24;27;88.9;11;28;39;30;13;2;6;21
835;12142022OKC;MIA;56;W;48;110;37;86;43.0;24;56;42.9;12;15;80.0;7;32;39;25;14;9;1;21
836;12142022IND;IND;56;W;48;125;44;87;50.6;16;39;41.0;21;25;84.0;5;29;34;30;18;10;8;25
837;12142022LAC;MIN;56;L;48;88;31;74;41.9;4;22;18.2;22;30;73.3;7;36;43;15;17;9;4;20
838;12142022SAS;SAS;56;L;48;112;45;97;46.4;11;29;37.9;11;19;57.9;14;26;40;23;11;9;3;16
839;12142022DEN;WAS;56;L;48;128;48;91;52.7;19;39;48.7;13;23;56.5;4;20;24;40;14;10;5;28
840;12142022CHI;CHI;56;L;53;120;46;84;54.8;9;28;32.1;19;22;86.4;3;28;31;25;12;6;7;18
841;12142022ORL;ORL;56;W;48;135;47;93;50.5;16;36;44.4;25;30;83.3;14;32;46;28;14;10;6;22
842;12142022DAL;CLE;56;W;48;105;41;78;52.6;8;24;33.3;15;19;78.9;5;38;43;26;9;5;2;20
843;12142022IND;GSW;56;L;48;119;40;86;46.5;14;33;42.4;25;29;86.2;12;34;46;27;24;5;4;20
844;12142022DEN;DEN;56;W;48;141;54;83;65.1;4;16;25.0;29;35;82.9;7;38;45;31;19;8;7;17
845;12142022LAC;LAC;56;W;48;99;34;89;38.2;14;46;30.4;17;21;81.0;14;38;52;21;15;8;2;21
846;12152022HOU;MIA;57;W;48;111;39;88;44.3;16;47;34.0;17;23;73.9;14;26;40;21;14;10;6;19
847;12152022MEM;MEM;57;W;48;142;56;102;54.9;12;32;37.5;18;23;78.3;14;42;56;30;8;5;7;19
848;12152022LAC;PHX;57;W;48;111;44;95;46.3;9;32;28.1;14;18;77.8;15;38;53;27;9;8;8;18
849;12152022MEM;MIL;57;L;48;101;35;94;37.2;13;50;26.0;18;27;66.7;11;28;39;22;9;5;1;18
850;12152022LAC;LAC;57;L;48;95;34;90;37.8;12;33;36.4;15;21;71.4;21;31;52;21;18;4;3;18
851;12152022UTA;NOP;57;L;53;129;47;99;47.5;12;30;40.0;23;28;82.1;19;30;49;24;18;8;6;30
852;12152022HOU;HOU;57;L;48;108;44;94;46.8;9;33;27.3;11;17;64.7;18;33;51;22;15;10;4;19
853;12152022UTA;UTA;57;W;53;132;42;92;45.7;18;47;38.3;30;37;81.1;11;33;44;24;16;8;6;25
854;12162022BOS;ORL;58;W;48;117;42;91;46.2;9;33;27.3;24;28;85.7;15;38;53;19;18;7;1;26
855;12162022DET;DET;58;L;48;113;39;85;45.9;10;29;34.5;25;31;80.6;14;32;46;22;17;7;1;26
856;12162022PHI;GSW;58;L;48;106;39;94;41.5;17;43;39.5;11;13;84.6;13;35;48;31;17;8;6;21
857;12162022DAL;DAL;58;W;48;130;45;81;55.6;18;43;41.9;22;26;84.6;3;37;40;25;13;4;5;19
858;12162022CHA;ATL;58;W;48;125;41;75;54.7;15;29;51.7;28;34;82.4;4;37;41;25;14;3;5;22
859;12162022DAL;POR;58;L;48;110;39;89;43.8;13;37;35.1;19;25;76.0;10;32;42;21;12;4;2;22
860;12162022BOS;BOS;58;L;48;109;35;84;41.7;11;46;23.9;28;34;82.4;10;28;38;17;14;9;12;21
861;12162022CHI;CHI;58;L;48;91;36;77;46.8;12;30;40.0;7;8;87.5;2;37;39;26;20;3;2;25
862;12162022LAL;DEN;58;L;48;108;39;81;48.1;9;27;33.3;21;28;75.0;9;30;39;25;19;7;4;17
863;12162022PHI;PHI;58;W;48;118;39;85;45.9;15;38;39.5;25;31;80.6;11;38;49;23;15;11;5;13
864;12162022CHI;NYK;58;W;48;114;37;92;40.2;17;44;38.6;23;32;71.9;15;35;50;19;12;13;2;13
865;12162022CHA;CHA;58;L;48;106;39;98;39.8;15;43;34.9;13;19;68.4;15;28;43;26;13;8;5;25
866;12162022OKC;MIN;58;W;48;112;43;87;49.4;12;25;48.0;14;25;56.0;11;32;43;23;16;16;6;18
867;12162022CLE;CLE;58;W;48;118;38;76;50.0;14;31;45.2;28;32;87.5;6;28;34;23;10;6;2;15
868;12162022CLE;IND;58;L;48;112;42;80;52.5;11;36;30.6;17;19;89.5;5;28;33;34;10;6;4;22
869;12162022DET;SAC;58;W;48;122;43;82;52.4;12;31;38.7;24;29;82.8;4;29;33;30;14;8;1;25
870;12162022LAL;LAL;58;W;48;126;48;91;52.7;12;33;36.4;18;24;75.0;11;34;45;29;15;11;4;21
871;12162022TOR;TOR;58;L;48;116;41;84;48.8;9;24;37.5;25;29;86.2;7;25;32;17;9;5;1;19
872;12162022TOR;BKN;58;W;48;119;46;76;60.5;9;26;34.6;18;23;78.3;4;33;37;22;15;5;6;25
873;12162022OKC;OKC;58;L;48;110;41;88;46.6;11;37;29.7;17;21;81.0;9;36;45;29;22;7;4;21
874;12172022SAS;MIA;59;W;48;111;42;82;51.2;11;30;36.7;16;23;69.6;8;32;40;25;14;14;3;27
875;12172022PHX;NOP;59;L;48;114;45;77;58.4;14;30;46.7;10;13;76.9;4;32;36;27;17;2;5;27
876;12172022OKC;OKC;59;W;48;115;38;92;41.3;19;45;42.2;20;31;64.5;9;45;54;29;11;7;0;25
877;12172022HOU;POR;59;W;48;107;40;85;47.1;13;36;36.1;14;19;73.7;10;26;36;20;14;8;4;20
878;12172022PHX;PHX;59;W;48;118;39;83;47.0;15;41;36.6;25;35;71.4;10;25;35;23;8;6;3;13
879;12172022MIL;MIL;59;W;48;123;48;90;53.3;18;38;47.4;9;11;81.8;15;39;54;30;15;5;3;12
880;12172022LAC;LAC;59;W;48;102;37;86;43.0;12;29;41.4;16;26;61.5;12;37;49;19;14;6;5;16
881;12172022MIL;UTA;59;L;48;97;39;86;45.3;16;47;34.0;3;6;50.0;7;22;29;24;14;5;2;13
882;12172022CLE;CLE;59;W;53;100;40;94;42.6;7;36;19.4;13;22;59.1;9;42;51;23;13;6;5;24
883;12172022HOU;HOU;59;L;48;95;36;90;40.0;3;29;10.3;20;29;69.0;18;33;51;19;17;7;6;18
884;12172022CLE;DAL;59;L;53;99;36;88;40.9;15;49;30.6;12;19;63.2;5;40;45;19;12;5;6;20
885;12172022OKC;MEM;59;L;48;109;34;90;37.8;12;45;26.7;29;37;78.4;10;43;53;15;10;5;5;20
886;12172022LAC;WAS;59;L;48;93;36;84;42.9;9;25;36.0;12;13;92.3;7;35;42;20;16;10;2;21
887;12172022SAS;SAS;59;L;48;101;33;77;42.9;10;27;37.0;25;33;75.8;7;31;38;29;17;8;3;19
888;12182022TOR;TOR;60;L;48;110;40;95;42.1;13;33;39.4;17;22;77.3;18;25;43;21;14;6;2;22
889;12182022DET;BKN;60;W;48;124;44;80;55.0;15;29;51.7;21;23;91.3;4;31;35;26;13;5;8;24
890;12182022DET;DET;60;L;48;121;42;88;47.7;8;30;26.7;29;34;85.3;11;30;41;20;9;9;2;19
891;12182022MIN;CHI;60;L;48;126;46;88;52.3;16;38;42.1;18;24;75.0;6;24;30;31;11;6;1;16
892;12182022DEN;DEN;60;W;48;119;43;94;45.7;11;33;33.3;22;34;64.7;15;40;55;33;14;6;3;17
893;12182022BOS;ORL;60;W;48;95;33;86;38.4;12;29;41.4;17;19;89.5;6;40;46;20;13;9;3;18
894;12182022LAL;LAL;60;W;48;119;46;92;50.0;11;27;40.7;16;22;72.7;6;37;43;29;9;4;5;18
895;12182022TOR;GSW;60;W;48;126;43;81;53.1;18;39;46.2;22;26;84.6;12;29;41;31;17;6;2;21
896;12182022BOS;BOS;60;L;48;92;31;89;34.8;12;47;25.5;18;21;85.7;11;43;54;22;17;7;7;17
897;12182022IND;NYK;60;W;48;109;39;83;47.0;8;26;30.8;23;30;76.7;14;35;49;13;16;7;9;21
898;12182022MIN;MIN;60;W;48;150;57;87;65.5;23;43;53.5;13;16;81.3;4;35;39;38;13;5;5;21
899;12182022IND;IND;60;L;48;106;39;90;43.3;13;38;34.2;15;23;65.2;12;32;44;20;15;5;3;28
900;12182022LAL;WAS;60;L;48;117;44;95;46.3;10;39;25.6;19;24;79.2;10;38;48;24;10;5;6;20
901;12182022DEN;CHA;60;L;48;115;41;96;42.7;12;38;31.6;21;23;91.3;12;36;48;26;11;7;7;26
902;12192022SAC;CHA;61;W;48;125;49;95;51.6;10;31;32.3;17;23;73.9;11;45;56;26;14;4;7;25
903;12192022CLE;UTA;61;L;48;99;36;93;38.7;10;34;29.4;17;23;73.9;15;20;35;19;14;9;2;22
904;12192022PHI;PHI;61;W;53;104;32;80;40.0;15;42;35.7;25;27;92.6;4;37;41;22;16;8;1;21
905;12192022PHI;TOR;61;L;53;101;37;88;42.0;11;40;27.5;16;20;80.0;9;41;50;24;16;6;3;20
906;12192022MIN;MIN;61;W;48;116;42;89;47.2;12;31;38.7;20;24;83.3;9;35;44;19;11;5;4;24
907;12192022NOP;MIL;61;W;48;128;45;81;55.6;13;40;32.5;25;31;80.6;8;36;44;26;18;8;6;21
908;12192022HOU;SAS;61;W;48;124;46;83;55.4;17;34;50.0;15;19;78.9;9;37;46;30;19;6;6;23
909;12192022MIN;DAL;61;L;48;106;31;76;40.8;19;45;42.2;25;31;80.6;8;34;42;23;16;5;5;23
910;12192022OKC;POR;61;L;48;121;44;88;50.0;16;37;43.2;17;21;81.0;14;31;45;26;16;5;2;28
911;12192022ATL;ORL;61;L;48;125;45;95;47.4;12;34;35.3;23;25;92.0;10;35;45;29;8;8;8;17
912;12192022PHX;LAL;61;L;48;104;39;87;44.8;12;28;42.9;14;17;82.4;10;28;38;13;15;5;5;16
913;12192022ATL;ATL;61;W;48;126;48;94;51.1;12;32;37.5;18;20;90.0;6;35;41;29;10;7;3;18
914;12192022SAC;SAC;61;L;48;119;45;95;47.4;12;33;36.4;17;31;54.8;10;32;42;23;8;8;2;23
915;12192022NOP;NOP;61;L;48;119;42;99;42.4;18;45;40.0;17;24;70.8;17;27;44;30;15;9;0;20
916;12192022PHX;PHX;61;W;48;130;46;93;49.5;20;39;51.3;18;24;75.0;15;36;51;21;9;10;5;16
917;12192022CLE;CLE;61;W;48;122;43;70;61.4;15;26;57.7;21;26;80.8;4;41;45;24;23;5;4;20
918;12192022HOU;HOU;61;L;48;105;40;94;42.6;5;24;20.8;20;31;64.5;16;25;41;23;11;13;3;16
919;12192022OKC;OKC;61;W;48;123;40;88;45.5;11;31;35.5;32;37;86.5;11;28;39;20;12;7;5;21
920;12202022MIA;MIA;62;L;48;103;38;81;46.9;15;44;34.1;12;17;70.6;9;26;35;26;13;9;0;16
921;12202022PHX;PHX;62;L;48;110;41;89;46.1;13;32;40.6;15;19;78.9;15;29;44;26;14;2;1;23
922;12202022NYK;GSW;62;L;48;94;35;74;47.3;12;35;34.3;12;13;92.3;4;25;29;23;20;3;2;22
923;12202022PHX;WAS;62;W;48;113;38;80;47.5;11;27;40.7;26;37;70.3;9;32;41;22;10;9;4;14
924;12202022DET;DET;62;L;48;111;41;81;50.6;9;25;36.0;20;27;74.1;9;34;43;22;14;6;1;19
925;12202022DET;UTA;62;W;48;126;47;93;50.5;20;46;43.5;12;19;63.2;12;31;43;27;12;7;5;22
926;12202022DEN;MEM;62;L;48;91;36;81;44.4;5;26;19.2;14;21;66.7;7;35;42;25;16;11;7;21
927;12202022DEN;DEN;62;W;48;105;40;89;44.9;10;27;37.0;15;25;60.0;13;35;48;28;17;9;5;19
928;12202022NYK;NYK;62;W;48;132;45;87;51.7;17;40;42.5;25;32;78.1;14;33;47;27;12;8;1;15
929;12202022MIA;CHI;62;W;48;113;40;73;54.8;13;31;41.9;20;24;83.3;5;34;39;24;17;7;0;16
930;12212022MIN;MIN;63;L;48;99;42;85;49.4;8;30;26.7;7;10;70.0;8;31;39;23;13;7;4;24
931;12212022NYK;NYK;63;L;48;106;42;76;55.3;11;26;42.3;11;18;61.1;9;29;38;25;17;2;3;19
932;12212022HOU;ORL;63;W;48;116;41;91;45.1;11;37;29.7;23;33;69.7;11;34;45;19;11;11;6;18
933;12212022BOS;IND;63;W;48;117;46;98;46.9;18;39;46.2;7;9;77.8;12;35;47;27;14;10;3;22
934;12212022ATL;CHI;63;W;48;110;43;86;50.0;7;24;29.2;17;22;77.3;8;39;47;20;11;9;4;15
935;12212022HOU;HOU;63;L;48;110;41;88;46.6;17;43;39.5;11;17;64.7;9;40;49;22;17;6;4;23
936;12212022NYK;TOR;63;W;48;113;42;94;44.7;9;34;26.5;20;22;90.9;16;22;38;17;5;7;4;16
937;12212022CLE;MIL;63;L;48;106;39;83;47.0;13;30;43.3;15;22;68.2;13;33;46;20;21;7;5;23
938;12212022PHI;DET;63;L;48;93;31;79;39.2;6;23;26.1;25;34;73.5;11;35;46;15;22;6;1;15
939;12212022LAC;CHA;63;L;48;105;37;92;40.2;9;31;29.0;22;29;75.9;11;29;40;25;15;15;2;18
940;12212022PHI;PHI;63;W;48;113;41;93;44.1;11;37;29.7;20;22;90.9;13;36;49;27;12;8;7;23
941;12212022OKC;OKC;63;W;48;101;36;77;46.8;8;24;33.3;21;25;84.0;9;28;37;19;18;9;3;16
942;12212022ATL;ATL;63;L;48;108;39;91;42.9;14;37;37.8;16;16;100.0;9;38;47;22;15;6;7;15
943;12212022BKN;BKN;63;W;48;143;54;84;64.3;21;33;63.6;14;16;87.5;3;29;32;42;15;10;4;23
944;12212022MIN;DAL;63;W;48;104;34;75;45.3;13;39;33.3;23;27;85.2;7;32;39;17;13;6;3;12
945;12212022BOS;BOS;63;L;48;112;39;101;38.6;13;41;31.7;21;25;84.0;25;37;62;26;17;11;5;9
946;12212022CLE;CLE;63;W;48;114;41;85;48.2;10;32;31.3;22;28;78.6;9;28;37;22;10;8;3;21
947;12212022OKC;POR;63;L;48;98;39;79;49.4;14;36;38.9;6;9;66.7;9;27;36;29;20;9;5;22
948;12212022SAC;LAL;63;L;48;120;42;84;50.0;11;24;45.8;25;30;83.3;5;34;39;25;15;6;5;24
949;12212022SAC;SAC;63;W;48;134;48;95;50.5;17;47;36.2;21;28;75.0;10;36;46;29;12;6;2;23
950;12212022BKN;GSW;63;L;48;113;41;83;49.4;12;33;36.4;19;25;76.0;9;27;36;32;21;6;1;14
951;12212022LAC;LAC;63;W;48;126;41;81;50.6;23;49;46.9;21;23;91.3;5;43;48;29;27;6;7;22
952;12222022UTA;WAS;64;L;48;112;46;82;56.1;7;21;33.3;13;17;76.5;3;34;37;20;11;5;2;15
953;12222022UTA;UTA;64;W;48;120;42;86;48.8;16;35;45.7;20;21;95.2;8;32;40;16;11;5;3;16
954;12222022NOP;NOP;64;W;48;126;44;91;48.4;13;34;38.2;25;27;92.6;16;30;46;25;17;10;6;24
955;12222022NOP;SAS;64;L;48;117;43;90;47.8;9;28;32.1;22;27;81.5;14;30;44;23;17;8;2;24
956;12232022CLE;CLE;65;L;48;107;39;76;51.3;11;33;33.3;18;30;60.0;6;29;35;27;15;9;4;17
957;12232022OKC;OKC;65;L;53;125;47;102;46.1;13;35;37.1;18;25;72.0;10;37;47;27;18;9;5;26
958;12232022CLE;TOR;65;W;48;118;42;84;50.0;19;37;51.4;15;18;83.3;11;34;45;25;19;10;2;20
959;12232022ATL;ATL;65;W;48;130;49;92;53.3;12;34;35.3;20;24;83.3;8;40;48;30;8;10;8;20
960;12232022NYK;CHI;65;W;48;118;45;93;48.4;14;31;45.2;14;18;77.8;11;30;41;24;4;6;4;22
961;12232022NYK;NYK;65;L;48;117;43;86;50.0;16;35;45.7;15;26;57.7;12;35;47;23;10;2;4;17
962;12232022ATL;DET;65;L;48;105;37;90;41.1;9;33;27.3;22;29;75.9;9;34;43;17;14;7;3;19
963;12232022MIA;IND;65;W;48;111;40;83;48.2;21;47;44.7;10;14;71.4;9;34;43;26;16;5;6;23
964;12232022BOS;MIN;65;L;48;109;44;91;48.4;10;32;31.3;11;15;73.3;11;34;45;25;17;3;8;18
965;12232022SAC;SAC;65;L;48;111;37;84;44.0;10;32;31.3;27;35;77.1;13;34;47;19;13;5;2;20
966;12232022PHX;MEM;65;W;48;125;45;91;49.5;7;23;30.4;28;38;73.7;19;34;53;30;12;11;5;22
967;12232022PHI;PHI;65;W;48;119;47;88;53.4;12;29;41.4;13;14;92.9;6;33;39;31;9;7;3;20
968;12232022LAL;CHA;65;W;48;134;52;94;55.3;16;41;39.0;14;18;77.8;11;30;41;30;16;11;5;21
969;12232022ORL;SAS;65;L;48;113;44;97;45.4;12;38;31.6;13;18;72.2;13;25;38;28;13;10;6;18
970;12232022ORL;ORL;65;W;48;133;50;87;57.5;17;32;53.1;16;20;80.0;7;37;44;30;19;8;2;15
971;12232022HOU;HOU;65;L;48;106;37;81;45.7;8;26;30.8;24;28;85.7;12;33;45;26;15;9;3;21
972;12232022BKN;BKN;65;W;48;118;46;93;49.5;14;32;43.8;12;13;92.3;12;33;45;30;12;11;2;18
973;12232022MIA;MIA;65;L;48;108;41;95;43.2;13;33;39.4;13;14;92.9;13;25;38;23;10;7;3;13
974;12232022DEN;POR;65;L;48;107;39;87;44.8;9;35;25.7;20;26;76.9;13;30;43;24;14;5;3;21
975;12232022BKN;MIL;65;L;48;100;37;84;44.0;9;37;24.3;17;22;77.3;13;32;45;17;18;7;1;13
976;12232022SAC;WAS;65;W;48;125;49;88;55.7;10;32;31.3;17;24;70.8;5;35;40;30;10;9;4;23
977;12232022HOU;DAL;65;W;48;112;36;80;45.0;16;44;36.4;24;27;88.9;7;27;34;20;14;10;7;21
978;12232022OKC;NOP;65;W;53;128;41;94;43.6;13;37;35.1;33;40;82.5;13;42;55;30;21;10;4;21
979;12232022BOS;BOS;65;W;48;121;44;100;44.0;13;46;28.3;20;26;76.9;20;33;53;28;12;9;6;16
980;12232022PHX;PHX;65;L;48;100;38;87;43.7;9;35;25.7;15;26;57.7;11;24;35;23;15;6;5;26
981;12232022PHI;LAC;65;L;48;114;41;81;50.6;14;38;36.8;18;23;78.3;6;27;33;25;11;5;9;16
982;12232022LAL;LAL;65;L;48;130;48;92;52.2;19;44;43.2;15;22;68.2;12;30;42;27;17;5;1;19
983;12232022DEN;DEN;65;W;48;120;47;81;58.0;10;21;47.6;16;26;61.5;4;34;38;31;11;9;2;19
984;12252022BOS;MIL;66;L;48;118;42;84;50.0;13;36;36.1;21;27;77.8;8;31;39;22;15;8;1;16
985;12252022GSW;MEM;66;L;48;109;39;94;41.5;9;39;23.1;22;30;73.3;9;35;44;19;13;5;6;23
986;12252022BOS;BOS;66;W;48;139;50;85;58.8;19;39;48.7;20;25;80.0;5;30;35;29;12;9;1;18
987;12252022DAL;LAL;66;L;48;115;39;80;48.8;9;28;32.1;28;32;87.5;6;29;35;18;10;5;2;23
988;12252022GSW;GSW;66;W;48;123;43;91;47.3;18;44;40.9;19;26;73.1;9;42;51;31;12;6;5;18
989;12252022DEN;DEN;66;W;53;128;45;94;47.9;13;36;36.1;25;34;73.5;12;36;48;29;13;8;4;23
990;12252022DAL;DAL;66;W;48;124;44;84;52.4;18;44;40.9;18;25;72.0;11;27;38;31;11;6;3;26
991;12252022NYK;NYK;66;L;48;112;43;90;47.8;12;32;37.5;14;17;82.4;12;34;46;30;8;4;6;19
992;12252022DEN;PHX;66;L;53;125;45;94;47.9;17;35;48.6;18;26;69.2;12;34;46;32;14;7;9;30
993;12252022NYK;PHI;66;W;48;119;39;77;50.6;18;39;46.2;23;29;79.3;5;27;32;22;8;5;2;19
994;12262022NOP;IND;67;L;48;93;35;83;42.2;9;35;25.7;14;20;70.0;6;30;36;23;13;9;5;18
995;12262022CHI;HOU;67;W;48;133;50;90;55.6;17;44;38.6;16;22;72.7;8;37;45;28;13;7;5;15
996;12262022POR;CHA;67;L;48;113;41;103;39.8;12;36;33.3;19;25;76.0;18;27;45;25;13;8;3;21
997;12262022MIA;MIN;67;L;48;110;43;79;54.4;15;34;44.1;9;14;64.3;8;36;44;31;22;4;3;14
998;12262022CLE;BKN;67;W;48;125;47;82;57.3;18;30;60.0;13;17;76.5;7;31;38;27;17;7;4;25
999;12262022CLE;CLE;67;L;48;117;39;82;47.6;13;36;36.1;26;30;86.7;10;23;33;21;12;8;3;14
1000;12262022SAS;UTA;67;L;48;122;39;97;40.2;13;43;30.2;31;37;83.8;16;29;45;20;12;10;3;22
1001;12262022DET;DET;67;L;53;131;44;100;44.0;16;34;47.1;27;34;79.4;16;29;45;32;18;10;4;23
1002;12262022POR;POR;67;W;48;124;43;86;50.0;14;38;36.8;24;28;85.7;10;40;50;28;15;8;9;20
1003;12262022DET;LAC;67;W;53;142;49;91;53.8;19;44;43.2;25;29;86.2;10;38;48;25;19;13;3;24
1004;12262022CHI;CHI;67;L;48;118;45;92;48.9;13;35;37.1;15;21;71.4;8;27;35;27;8;6;2;19
1005;12262022MIA;MIA;67;W;48;113;47;102;46.1;13;49;26.5;6;8;75.0;13;27;40;27;10;9;3;17
1006;12262022NOP;NOP;67;W;48;113;41;90;45.6;12;40;30.0;19;24;79.2;16;38;54;30;16;10;6;19
1007;12262022SAS;SAS;67;W;48;126;48;87;55.2;6;18;33.3;24;34;70.6;6;35;41;27;14;11;8;25
1008;12272022ORL;LAL;68;W;48;129;49;90;54.4;17;43;39.5;14;17;82.4;9;37;46;32;14;4;2;16
1009;12272022OKC;OKC;68;W;48;130;46;86;53.5;13;24;54.2;25;31;80.6;13;32;45;25;14;10;10;18
1010;12272022IND;IND;68;W;48;129;47;92;51.1;13;35;37.1;22;27;81.5;7;42;49;28;13;3;2;16
1011;12272022SAC;DEN;68;W;48;113;41;86;47.7;13;37;35.1;18;21;85.7;10;30;40;34;13;12;3;18
1012;12272022IND;ATL;68;L;48;114;40;89;44.9;12;30;40.0;22;29;75.9;9;33;42;26;9;4;3;19
1013;12272022ORL;ORL;68;L;48;110;42;84;50.0;10;28;35.7;16;25;64.0;8;29;37;25;11;8;5;17
1014;12272022TOR;LAC;68;W;48;124;45;93;48.4;15;38;39.5;19;23;82.6;15;32;47;27;11;8;3;17
1015;12272022BOS;BOS;68;W;48;126;43;91;47.3;20;56;35.7;20;23;87.0;9;40;49;32;11;8;5;14
1016;12272022MEM;PHX;68;W;48;125;43;87;49.4;17;31;54.8;22;25;88.0;15;32;47;26;22;7;9;23
1017;12272022WAS;WAS;68;W;48;116;39;85;45.9;11;33;33.3;27;31;87.1;14;25;39;18;18;7;8;23
1018;12272022MEM;MEM;68;L;48;108;36;91;39.6;8;30;26.7;28;34;82.4;15;25;40;18;15;9;6;23
1019;12272022GSW;GSW;68;W;48;110;41;95;43.2;8;37;21.6;20;24;83.3;9;40;49;31;14;3;2;22
1020;12272022OKC;SAS;68;L;48;114;46;99;46.5;10;29;34.5;12;14;85.7;16;25;41;20;15;9;4;21
1021;12272022DAL;DAL;68;W;53;126;44;90;48.9;13;46;28.3;25;33;75.8;7;40;47;20;9;4;5;25
1022;12272022BOS;HOU;68;L;48;102;38;95;40.0;14;45;31.1;12;14;85.7;13;36;49;24;15;5;2;16
1023;12272022GSW;CHA;68;L;48;105;38;92;41.3;10;38;26.3;19;25;76.0;9;38;47;22;14;6;7;20
1024;12272022SAC;SAC;68;L;48;106;40;82;48.8;10;35;28.6;16;19;84.2;8;31;39;20;16;8;2;18
1025;12272022TOR;TOR;68;L;48;113;43;84;51.2;6;23;26.1;21;26;80.8;10;29;39;24;12;6;4;16
1026;12272022DAL;NYK;68;L;53;121;45;103;43.7;16;50;32.0;15;24;62.5;17;38;55;27;10;5;0;23
1027;12272022WAS;PHI;68;L;48;111;39;84;46.4;6;31;19.4;27;31;87.1;10;29;39;21;16;8;10;24
1028;12282022WAS;PHX;69;L;48;102;39;87;44.8;13;31;41.9;11;16;68.8;11;19;30;25;11;7;4;21
1029;12282022ATL;BKN;69;W;48;108;42;83;50.6;10;26;38.5;14;17;82.4;5;42;47;22;12;0;13;18
1030;12282022NOP;NOP;69;W;48;119;39;81;48.1;11;23;47.8;30;43;69.8;9;34;43;22;15;6;4;24
1031;12282022MIA;MIA;69;W;48;112;44;92;47.8;11;35;31.4;13;16;81.3;10;27;37;20;6;14;4;15
1032;12282022GSW;UTA;69;L;48;107;37;91;40.7;15;46;32.6;18;26;69.2;10;40;50;26;12;3;6;22
1033;12282022SAC;SAC;69;W;48;127;47;89;52.8;14;31;45.2;19;25;76.0;11;23;34;32;12;10;6;17
1034;12282022DET;DET;69;W;48;121;36;80;45.0;18;42;42.9;31;40;77.5;11;38;49;25;13;7;4;25
